Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches,Squad
Antoine Griezmann,fr FRA,FW,29.0,6,5,539.0,6.0,3.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,0.5,0.67,1.17,0.5,1.17,Matches,Barcelona
Frenkie de Jong,nl NED,MF,23.0,5,5,510.0,5.7,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.53,0.35,0.88,0.53,0.88,Matches,Barcelona
Lionel Messi,ar ARG,FW,33.0,5,5,510.0,5.7,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,0.53,0.18,0.71,0.53,0.71,Matches,Barcelona
Sergio Busquets,es ESP,MF,32.0,6,5,469.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Óscar Mingueza,es ESP,DF,21.0,5,5,463.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Jordi Alba,es ESP,"MF,DF",31.0,5,4,443.0,4.9,2.0,5.0,7.0,2.0,0.0,0.0,2.0,0.0,0.41,1.02,1.42,0.41,1.42,Matches,Barcelona
Clément Lenglet,fr FRA,DF,25.0,5,4,436.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Pedri,es ESP,MF,17.0,6,4,426.0,4.7,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42,0.0,0.42,Matches,Barcelona
Marc-André ter Stegen,de GER,GK,28.0,4,4,420.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Ronald Araújo,uy URU,DF,21.0,4,3,339.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Junior Firpo,do DOM,DF,23.0,4,3,320.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Francisco Trincão,pt POR,FW,20.0,5,3,235.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Ousmane Dembélé,fr FRA,FW,23.0,6,2,337.0,3.7,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.53,0.0,0.53,0.53,0.53,Matches,Barcelona
Neto,br BRA,GK,31.0,2,2,210.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Gerard Piqué,es ESP,DF,33.0,2,2,201.0,2.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.45,0.0,0.45,0.45,0.45,Matches,Barcelona
Sergiño Dest,us USA,MF,19.0,3,2,199.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Riqui Puig,es ESP,MF,20.0,4,2,163.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Samuel Umtiti,fr FRA,DF,26.0,2,2,152.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Martin Braithwaite,dk DEN,FW,29.0,5,1,219.0,2.4,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.82,0.0,0.82,0.82,0.82,Matches,Barcelona
Ilaix Moriba,gn GUI,MF,17.0,3,1,126.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Miralem Pjanić,ba BIH,MF,30.0,1,1,120.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Sergi Roberto,es ESP,DF,28.0,2,1,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Konrad De La Fuente,us USA,FW,19.0,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Álex Collado,es ESP,MF,21.0,0,0,,,,,,,,,,,,,,,,Matches,Barcelona
Matheus Fernandes,br BRA,MF,22.0,0,0,,,,,,,,,,,,,,,,Matches,Barcelona
Iñaki Peña,es ESP,GK,21.0,0,0,,,,,,,,,,,,,,,,Matches,Barcelona
Arnau Tenas,es ESP,GK,19.0,0,0,,,,,,,,,,,,,,,,Matches,Barcelona
