50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,041c2d84-f163-412d-9976-f1ef8d11b252,1,,,,69287,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 22102, 'name': 'Adriano Correia Claro'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 20177, 'name': 'Eric-Sylvain Bilal Abidal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 26613, 'name': 'Maxwell Scherrer Cabelino Andrade'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 20169, 'name': 'Seydou Kéita'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 4913, 'name': 'Bojan Krkíc Pérez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 12737, 'name': 'David Villa Sánchez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Barcelona,217,00:00:00.000,Starting XI,,2010/2011
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b84226b4-5e6e-4c92-828e-780405573a38,2,,,,69287,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 25870, 'name': 'Juan Jesús Calatayud Sánchez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 25994, 'name': 'David Cortés Caballero'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 26749, 'name': 'Abraham Paz Cruz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 26747, 'name': 'Noé Elias Pamarot'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 25900, 'name': 'Francisco Peña Romero'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 16}, {'player': {'id': 6192, 'name': 'Abel Enrique Aguilar Tapia'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 26751, 'name': 'Matías Lionel Fritzler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 26750, 'name': 'Tiago Filipe Figueiras Gomes'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 24}, {'player': {'id': 26748, 'name': 'Nelson Antonio Haedo Valdez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 21568, 'name': 'Royston Ricky Drenthe'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 12}, {'player': {'id': 19311, 'name': 'David Sergio Trézéguet'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Hércules,1218,00:00:00.000,Starting XI,,2010/2011
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,649529b5-831d-4b2b-b94e-81427b675056,3,,,,69287,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['c7e9febd-9249-4d48-b2ff-a8d87e387fb9'],0,,,,,,,,,,,,,,,,,Hércules,1218,00:00:00.000,Half Start,,2010/2011
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c7e9febd-9249-4d48-b2ff-a8d87e387fb9,4,,,,69287,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['649529b5-831d-4b2b-b94e-81427b675056'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2010/2011
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b570b3c4-77de-4ba5-829e-7334c724ae53,1791,,,,69287,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,103,Hércules,1218,['63fb0b95-b7cc-4795-a2df-71df2ca72cbc'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2010/2011
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,63fb0b95-b7cc-4795-a2df-71df2ca72cbc,1792,,,,69287,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,103,Hércules,1218,['b570b3c4-77de-4ba5-829e-7334c724ae53'],0,,,,,,,,,,,,,,,,,Hércules,1218,00:00:00.000,Half Start,,2010/2011
,,,,,,,,,,,,,,,,0.354829,,,,,,,,,,,,,1d68a004-0d33-4022-8997-d65e1fccc9fa,5,,,"[60.0, 40.0]",69287,0,,True,,,-2.7492526,,Right Foot,,,,"[57.1, 38.8]",,Ground Pass,,3.138471,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Kick Off,1,From Kick Off,David Villa Sánchez,12737.0,Center Forward,2,Barcelona,217,['b8316357-f51e-4558-a381-f500eabf5f77'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.197,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.008244,,,,,,,,,,,,,c7b11d0d-c535-4bae-9d4b-9cc3184b2f1f,7,,,"[56.0, 38.2]",69287,0,,,,,-3.0688734,,Left Foot,,,,"[40.9, 37.1]",,Ground Pass,,15.140013,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,2,Barcelona,217,['2b5d90c0-7d1d-41bc-8ba5-579d4c39772c'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.456,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.998343,,,,,,,,,,,,,7066721c-f9b6-48d1-b3b4-0dd52ad7e157,10,,,"[42.8, 36.5]",69287,0,,,,,-1.3865737,,Right Foot,,,,"[48.8, 4.3]",,Ground Pass,,32.75424,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,2,Barcelona,217,['cbea8c39-4da4-4978-8601-a9583cc2120d'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:00:05.069,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.064929,,,,,,,,,,,,,c7f9ec45-8428-45ee-87b0-5c94b41e8bfd,13,,,"[50.1, 3.9]",69287,0,,,,,1.5707964,,Left Foot,,,,"[50.1, 11.3]",,Ground Pass,,7.4,,,Seydou Kéita,20169.0,,,,,,1,From Kick Off,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,2,Barcelona,217,['90940066-5f85-4a2d-b988-a40c6f9d2ddb'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:00:08.818,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.071921,,,,,,,,,,,,,c61fb41f-bfe8-47ae-8ceb-4485e321d6b5,16,,,"[50.1, 11.4]",69287,0,,,,,-1.3968952,,Left Foot,,,,"[51.4, 4.0]",,Ground Pass,,7.5133214,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,1,From Kick Off,Seydou Kéita,20169.0,Right Center Midfield,2,Barcelona,217,['3e4c9e43-0bcb-4fae-9e76-5fad209be3bd'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.934,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.2314,,,,,,,,,,,,,2de780dc-8c08-4221-803e-6b8579e577cc,19,,,"[53.4, 3.5]",69287,0,,,,,0.31383514,,Left Foot,,,,"[76.2, 10.9]",,Ground Pass,,23.970816,Incomplete,,Seydou Kéita,20169.0,,,,,,1,From Kick Off,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,2,Barcelona,217,"['3cb16ab4-df6c-42fd-953d-243ab4f05100', 'c38235c0-3c53-43e0-a33c-3ee58007aa06']",12,,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.078,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.0345,,,,,,,,,,,,,2a00e243-b73d-40d1-9249-7e43c5a53fea,24,,,"[42.9, 80.0]",69287,0,,,,,-0.34793872,,,,,,"[62.2, 73.0]",,High Pass,,20.530222,,,David Sergio Trézéguet,19311.0,,,,,Throw-in,1,From Throw In,David Cortés Caballero,25994.0,Right Back,3,Hércules,1218,['341257fd-e785-4998-b1fe-310b7d472fa4'],27,,,,,,,,,,,,,,,,,Hércules,1218,00:00:27.322,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.5188,,,,,,,,,,,,,d710b33a-7cbc-4244-a600-f2ff2c7c40be,26,,,"[64.8, 72.3]",69287,0,,,,,-1.5707964,,Head,,,,"[64.8, 64.6]",,High Pass,,7.7,,,Abel Enrique Aguilar Tapia,6192.0,,,,,,1,From Throw In,David Sergio Trézéguet,19311.0,Center Forward,3,Hércules,1218,['9ddc3fa1-3563-4a9e-b40a-3879d1f0ee7a'],28,,,,,,,,,,,,,,,,,Hércules,1218,00:00:28.356,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.1812,,,,,,,,,,,,,26654ed7-8583-47e1-9a21-a764729e947b,34,,,"[66.2, 67.5]",69287,0,,,,,2.2640195,,Right Foot,,,,"[60.8, 74.0]",,Ground Pass,,8.450444,,,David Cortés Caballero,25994.0,,,,,,1,From Throw In,Abel Enrique Aguilar Tapia,6192.0,Right Center Midfield,3,Hércules,1218,['f230190d-009b-4890-be23-dc77f6c33b1d'],32,,,,,,,,,,,,,,,,,Hércules,1218,00:00:32.959,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.978356,,,,,,,,,,,,,b15610f6-c251-4d6d-9114-83efd70b18f2,36,,,"[60.8, 74.0]",69287,0,,,,,-0.71995264,,Right Foot,,,,"[86.0, 51.9]",,High Pass,,33.517906,Incomplete,,David Sergio Trézéguet,19311.0,,,,,,1,From Throw In,David Cortés Caballero,25994.0,Right Back,3,Hércules,1218,"['21dee30a-2214-41ac-beba-3d06070d3bc0', 'f17de355-2aa6-46b1-8208-e67b0670115e']",34,,,,,,,,,,,,,,,,,Hércules,1218,00:00:34.141,Pass,,2010/2011
,,,,,,,,,,,,,,,,2.103798,,,,,,,,,,,,,e987fe3b-34be-4e98-9896-973b0b686137,40,,,"[33.2, 21.8]",69287,0,,,,,-2.2430434,,Right Foot,,,,"[21.5, 7.1]",,Low Pass,,18.787762,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,['269f7915-ca95-4bf0-95a6-1097a06ccd05'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:00:37.031,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.603093,,,,,,,,,,,,,2d940cab-d52d-44d9-baac-af3f1c17f46f,44,,,"[20.8, 5.3]",69287,0,,,,,2.1278172,,Right Foot,,,,"[13.7, 16.7]",,Ground Pass,,13.43019,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,4,Barcelona,217,"['5145b712-75b7-413d-8cfd-dd211a6ee85e', '8129b924-682c-4740-a7de-92b69a7da632']",39,,,,,,,,,,,,,,,,,Barcelona,217,00:00:39.213,Pass,True,2010/2011
,,,,,,,,,,,,,,,,1.9812,,,,,,,,,,,,,81e0c4b6-d943-477e-a364-e7220fb589ab,47,,,"[13.7, 16.7]",69287,0,,,,,-0.29985625,,Left Foot,,,,"[55.1, 3.9]",,High Pass,,43.33359,Incomplete,,Bojan Krkíc Pérez,4913.0,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,4,Barcelona,217,"['10523980-2544-4973-8e7d-a5c136ee74ec', '88dc63ed-f692-473c-8ab6-a6ed4dca2b4f']",41,,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.040,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.5532,,,,,,,,,,,,,10523980-2544-4973-8e7d-a5c136ee74ec,49,,,"[65.0, 76.2]",69287,0,,,,,-0.057528075,,Right Foot,,,,"[84.1, 75.1]",,Ground Pass,,19.131649,Incomplete,,Tiago Filipe Figueiras Gomes,26750.0,,,,,Recovery,1,Regular Play,David Cortés Caballero,25994.0,Right Back,4,Barcelona,217,"['1f129ef1-e31b-4ea5-9753-3cf4fdf5e453', '81e0c4b6-d943-477e-a364-e7220fb589ab', 'd0849b80-2419-4822-b3bc-9d4870080de6']",43,,,,,,,,,,,,,,,,,Hércules,1218,00:00:43.021,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.02061,,,,,,,,,,,,,d0849b80-2419-4822-b3bc-9d4870080de6,51,,,"[36.0, 5.0]",69287,0,,,,,-0.34071848,,Right Foot,,,,"[47.0, 1.1]",,Ground Pass,,11.670904,,,Seydou Kéita,20169.0,,,,,Recovery,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,4,Barcelona,217,"['10523980-2544-4973-8e7d-a5c136ee74ec', '471130f6-450f-463c-a102-29aaacdd2e5c']",44,,,,,,,,,,,,,,,,,Barcelona,217,00:00:44.575,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.378213,,,,,,,,,,,,,61ebc2eb-56fe-4cd2-9fd9-a4ca8bac831a,54,,,"[50.7, 3.1]",69287,0,,,,,-0.036569055,,Left Foot,,,,"[75.3, 2.2]",,Ground Pass,,24.616457,,,David Villa Sánchez,12737.0,,,,,,1,Regular Play,Seydou Kéita,20169.0,Right Center Midfield,4,Barcelona,217,['ec959daf-07b1-4c06-a41f-d9c2a916bdec'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.184,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.446734,,,,,,,,,,,,,9739abb9-880a-4065-b771-1e5052ca66ac,59,,,"[40.7, 73.0]",69287,0,,,,,1.0101093,,Right Foot,,,,"[43.4, 77.3]",,Ground Pass,,5.0774007,,,David Cortés Caballero,25994.0,,,,,Recovery,1,Regular Play,Matías Lionel Fritzler,26751.0,Left Center Midfield,5,Hércules,1218,['2e983b49-1d02-4a41-a306-e1b59c677be9'],49,,,,,,,,,,,,,,,,,Hércules,1218,00:00:49.968,Pass,,2010/2011
,,,,,,,,,,,,,,,,2.017,,,,,,,,,,,,,426cb273-c3d2-4206-a1ae-d82671186620,62,,,"[43.4, 77.3]",69287,0,,,,,-2.6224465,,Right Foot,,,,"[31.5, 70.5]",,Ground Pass,,13.705838,,,Abraham Paz Cruz,26749.0,,,,,,1,Regular Play,David Cortés Caballero,25994.0,Right Back,5,Hércules,1218,['b0e6ba61-e429-4779-b856-bc9ebeac0522'],50,,,,,,,,,,,,,,,,,Hércules,1218,00:00:50.459,Pass,,2010/2011
,,,,,,,,,,,,,,,,7.696908,,,,,,,,,,,,,09ab7dac-3237-46c6-8e8c-2b66a44c403c,65,,,"[35.4, 71.0]",69287,0,,,,,-0.73167086,,Right Foot,,,,"[107.9, 5.9]",,High Pass,,97.43849,Incomplete,,,,,True,,,,1,Regular Play,Abraham Paz Cruz,26749.0,Right Center Back,5,Hércules,1218,['d25ea81b-92af-4960-af08-e7452559a38a'],52,,,,,,,,,,,,,,,,,Hércules,1218,00:00:52.476,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.599345,,,,,,,,,,,,,1b77f102-7cf4-4bf7-b03b-e9bbd40130d1,68,,,"[21.8, 72.5]",69287,1,,,,,-0.9235264,,Right Foot,,,,"[31.4, 59.8]",,Ground Pass,,15.920113,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,6,Barcelona,217,['489a38c1-a64c-494d-8070-8b181d8ecae4'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:01:00.987,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.267943,,,,,,,,,,,,,5a691909-4979-4da1-af74-d7e15217ce35,71,,,"[30.0, 66.0]",69287,1,,,,,0.6771276,,Right Foot,,,,"[40.2, 74.2]",,Ground Pass,,13.087399,,,Adriano Correia Claro,22102.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,6,Barcelona,217,['f7234da5-ac35-41c9-a438-52b4aad10bcf'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.131,Pass,,2010/2011
,,,,,,,,,,,,,,,,2.824198,,,,,,,,,,,,,5fc83355-4d9d-489a-8071-25483bca2575,74,,,"[45.9, 70.6]",69287,1,,,,,-1.8072282,,Right Foot,,,,"[34.6, 23.7]",,High Pass,,48.242096,,,Eric-Sylvain Bilal Abidal,20177.0,,True,,,,1,Regular Play,Adriano Correia Claro,22102.0,Right Back,6,Barcelona,217,['523b5248-8988-4db6-9f22-bb1a3c423010'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:01:08.979,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.810384,,,,,,,,,,,,,070e59b5-fc9f-426b-b5ee-7cc920de44f9,77,,,"[36.4, 20.1]",69287,1,,,,,-0.5734977,,Left Foot,,,,"[62.1, 3.5]",,Ground Pass,,30.594934,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,6,Barcelona,217,['85116207-df9d-4933-8bcc-0db149357d3b'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.101,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.767369,,,,,,,,,,,,,f3e6d3fe-b897-4da7-9e17-87cc07a3a78a,80,,,"[76.5, 5.9]",69287,1,,,,,-1.5469913,,Right Foot,,,,"[76.6, 1.7]",,Ground Pass,,4.2011905,,,David Villa Sánchez,12737.0,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,6,Barcelona,217,['4980b349-2011-4289-8dfa-2a749ec67c9e'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:01:19.065,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.6966,,,,,,,,,,,,,85cd6991-4bf5-473b-a0f3-985830d54e4b,83,,,"[72.4, 4.3]",69287,1,,,,,2.024759,,Right Foot,,,,"[64.3, 20.9]",,Ground Pass,,18.470787,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,David Villa Sánchez,12737.0,Center Forward,6,Barcelona,217,['3684df1c-9cf8-4ad4-ba99-f61635af8a3c'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:01:21.201,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.139774,,,,,,,,,,,,,ed4f532a-a603-454b-acee-f33e6e3ef50e,86,,,"[64.2, 23.7]",69287,1,,,,,-2.775461,,Right Foot,,,,"[44.9, 16.3]",,Low Pass,,20.670027,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,6,Barcelona,217,['8726c0a8-ab93-4769-83dc-f060c7b06a16'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:01:22.098,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.550118,,,,,,,,,,,,,3e2ab920-3bb4-4dc7-b8b1-4f26b7472e32,89,,,"[64.3, 20.1]",69287,1,,,,,-0.89308804,,Left Foot,,,,"[74.2, 7.8]",,Ground Pass,,15.789237,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,6,Barcelona,217,['cc7a1520-b2cf-4277-a3f5-db1f2f1a5d81'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:01:27.707,Pass,,2010/2011
,,,,,,,,,,,,,,,,2.319252,,,,,,,,,,,,,151960fc-167c-4473-accb-1752d188fd99,92,,,"[85.1, 9.1]",69287,1,,,,,0.17286061,,Left Foot,,,,"[110.3, 13.5]",,Ground Pass,,25.581244,Incomplete,,David Villa Sánchez,12737.0,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,6,Barcelona,217,"['b914df1c-7e56-42db-860d-269f55096349', 'bd8ba346-e5dd-41e5-8998-2b9b79a6a599']",31,,,,,,,,,,,,,,,,,Barcelona,217,00:01:31.395,Pass,,2010/2011
,,,,,,,,,,,,,,,,2.271299,,,,,,,,,,,,,b59cfc96-a918-4ed2-96f8-ac1dd5aab3a9,97,,,"[3.2, 78.3]",69287,1,,,,,-0.35339096,,Right Foot,,,,"[37.9, 65.5]",,High Pass,,36.98554,Incomplete,,Matías Lionel Fritzler,26751.0,,,,,,1,Regular Play,David Cortés Caballero,25994.0,Right Back,6,Barcelona,217,"['0c838d64-6717-40c1-80af-7a124dc9402b', 'e3741f98-6c4b-4cf7-a259-ed34a602e357']",36,,,,,,,,,,,,,,,,,Hércules,1218,00:01:36.659,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.950579,,,,,,,,,,,,,e3741f98-6c4b-4cf7-a259-ed34a602e357,100,,,"[82.2, 14.6]",69287,1,,,,True,2.2080345,,,,,,"[76.5, 22.3]",,Low Pass,,9.580188,,,Javier Alejandro Mascherano,5506.0,,,,,Recovery,1,Regular Play,Seydou Kéita,20169.0,Right Center Midfield,6,Barcelona,217,"['1d5a02ce-59b9-457b-b05b-1be84376ba67', '40e65ac7-ae31-4a6d-b903-e4544ea0462e', 'b59cfc96-a918-4ed2-96f8-ac1dd5aab3a9']",38,,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.930,Pass,True,2010/2011
,,,,,,,,,,,,,,,,1.222066,,,,,,,,,,,,,3fc9227c-6795-4546-9bf4-d2946c48ac1e,103,,,"[76.2, 25.8]",69287,1,,,,,1.6261244,,Right Foot,,,,"[74.4, 58.3]",,Ground Pass,,32.54981,,,Adriano Correia Claro,22102.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,6,Barcelona,217,['6157b930-a31b-437a-8a58-aca260e8a9c9'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:01:42.040,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.1889,,,,,,,,,,,,,427a0a6f-ed9f-427e-b9e9-1d40ad8bed77,106,,,"[98.6, 65.7]",69287,1,,,,,-1.098377,,Right Foot,True,,,"[110.2, 43.0]",,High Pass,,25.492155,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Right Back,6,Barcelona,217,"['431f5f95-b785-4413-9e79-dc533fb472a9', 'c2cc8715-3911-4532-b9dd-871556a63d9f']",47,,,,,,,,,,,,,,,,,Barcelona,217,00:01:47.246,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.5169,,,,,,,,,,,,,71ab94e2-10bc-4f9b-97f3-b92a9bd838ef,109,,,"[120.0, 80.0]",69287,2,,,,,-1.7578423,,Left Foot,,,,"[112.6, 40.9]",,High Pass,True,39.794094,Incomplete,,,,,,Inswinging,,Corner,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,7,Barcelona,217,['4cfb8664-5fe6-416f-a703-ed81ed80b9fd'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:02:15.526,Pass,,2010/2011
,,,,,,,,,,,,,,,,3.6725,,,,,,,,,,,,,6d0a1cd5-6211-492c-b763-473203337760,111,,,"[16.6, 24.6]",69287,2,,,,,0.35365462,,Right Foot,,,,"[44.5, 34.9]",,High Pass,,29.740545,Incomplete,,David Sergio Trézéguet,19311.0,,,,,Recovery,1,From Corner,Matías Lionel Fritzler,26751.0,Left Center Midfield,7,Barcelona,217,"['b3ef0374-4654-4e56-8ef0-580870b8fd0e', 'cd82b0ed-f5c9-47e9-bf64-ed8b34ca29dc']",18,,,,,,,,,,,,,,,,,Hércules,1218,00:02:18.169,Pass,,2010/2011
,,,,,,,,,,,,,,,,2.3428,,,,,,,,,,,,,b3ef0374-4654-4e56-8ef0-580870b8fd0e,113,,,"[75.6, 45.2]",69287,2,,,,,0.96285933,,Left Foot,,,,"[90.7, 66.9]",,High Pass,,26.436716,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Recovery,1,From Corner,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,7,Barcelona,217,"['6d0a1cd5-6211-492c-b763-473203337760', 'd57f5009-6e75-4816-8741-e53b4089ae59', 'dc6911ab-50f8-4296-8c59-dc518ea0187c']",21,,,,,,,,,,,,,,,,,Barcelona,217,00:02:21.842,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.3694,,,,,,,,,,,,,d57f5009-6e75-4816-8741-e53b4089ae59,115,,,"[29.4, 13.2]",69287,2,,,,,0.3352372,,Left Foot,,,,"[44.9, 18.6]",,High Pass,,16.413713,,,Royston Ricky Drenthe,21568.0,,,,,Recovery,1,From Counter,Francisco Peña Romero,25900.0,Left Back,8,Hércules,1218,"['b3ef0374-4654-4e56-8ef0-580870b8fd0e', 'd263c5a8-fd31-4cb0-8da6-a1fe3da34c74']",24,,,,,,,,,,,,,,,,,Hércules,1218,00:02:24.185,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.6088,,,,,,,,,,,,,4ff08a46-d750-4fb0-88de-7ccc0f040151,117,,,"[44.9, 18.6]",69287,2,,,,,1.0269638,,Left Foot,,,,"[50.1, 27.2]",,Low Pass,,10.049875,,,Nelson Antonio Haedo Valdez,26748.0,,,,,,1,From Counter,Royston Ricky Drenthe,21568.0,Left Wing,8,Hércules,1218,['de96f239-7b51-4a9c-900f-d4a0dfef940f'],25,,,,,,,,,,,,,,,,,Hércules,1218,00:02:25.554,Pass,,2010/2011
